"plot_visit","plot","area","year","date","treatment_code","years_post","treatment","burns","thins","pileburns","monitoring_status"
"nc38_2007_04_02","nc38","bullion","2007","2007/07/30","04","02","thin_burn","1","1","0","04year02"
"nc38_2008_02_02","nc38","bullion","2008","2008/08/09","02","02","thin","0","1","0","02year02"
"nc38_2010_07_05","nc38","bullion","2010","2010/08/21","07","05","thin_thin_burn","1","2","0","07year05"
"nc38_2010_08_00","nc38","bullion","2010","2010/09/18","08","00","thin_thin_burn_burn","2","2","0","08post00"
"nc38_2011_08_01","nc38","bullion","2011","2011/07/09","08","01","thin_thin_burn_burn","2","2","0","08year01"
"nc38_2012_08_02","nc38","bullion","2012","2012/07/19","08","02","thin_thin_burn_burn","2","2","0","08year02"
"nc38_2015_08_05","nc38","bullion","2015","2015/07/17","08","05","thin_thin_burn_burn","2","2","0","08year05"
"nc38_2020_08_10","nc38","bullion","2020","2020/07/31","08","10","thin_thin_burn_burn","2","2","0","08year10"
"nc39_2005_-1_-1","nc39","weaver","2005","2005/05/08","-1","-1","pretreatment_current","0","0","0","-1pre-1"
"nc39_2005_02_01","nc39","weaver","2005","2005/08/28","02","01","thin","0","1","0","02year01"
"nc39_2007_02_03","nc39","weaver","2007","2007/08/09","02","03","thin","0","1","0","02year03"
"nc39_2007_04_00","nc39","weaver","2007","2007/10/19","04","00","thin_burn","1","1","0","04post00"
"nc39_2008_04_01","nc39","weaver","2008","2008/08/23","04","01","thin_burn","1","1","0","04year01"
"nc39_2009_04_02","nc39","weaver","2009","2009/07/12","04","02","thin_burn","1","1","0","04year02"
"nc39_2012_04_05","nc39","weaver","2012","2012/07/06","04","05","thin_burn","1","1","0","04year05"
"nc39_2017_04_10","nc39","weaver","2017","2017/07/27","04","10","thin_burn","1","1","0","04year10"
"nc41_2005_-1_-1","nc41","mcgregor","2005","2005/08/15","-1","-1","pretreatment_current","0","0","0","-1pre-1"
"nc41_2006_02_01","nc41","mcgregor","2006","2006/05/22","02","01","thin","0","1","0","02year01"
"nc42_2005_-1_-1","nc42","mcgregor","2005","2005/07/14","-1","-1","pretreatment_current","0","0","0","-1pre-1"
"nc43_2005_-1_-1","nc43","mcgregor","2005","2005/07/16","-1","-1","pretreatment_current","0","0","0","-1pre-1"
"nc43_2006_02_01","nc43","mcgregor","2006","2006/09/24","02","01","thin","0","1","0","02year01"
"nc44_2005_-1_-1","nc44","bullion","2005","2005/04/23","-1","-1","pretreatment_current","0","0","0","-1pre-1"
"nc44_2005_02_01","nc44","bullion","2005","2005/04/24","02","01","thin","0","1","0","02year01"
"nc44_2005_04_00","nc44","bullion","2005","2005/05/08","04","00","thin_burn","1","1","0","04post00"
"nc44_2006_04_01","nc44","bullion","2006","2006/07/17","04","01","thin_burn","1","1","0","04year01"
"nc44_2007_04_02","nc44","bullion","2007","2007/07/30","04","02","thin_burn","1","1","0","04year02"
"nc44_2008_02_02","nc44","bullion","2008","2008/08/21","02","02","thin","0","1","0","02year02"
"nc44_2010_07_05","nc44","bullion","2010","2010/08/19","07","05","thin_thin_burn","1","2","0","07year05"
"nc44_2015_07_10","nc44","bullion","2015","2015/07/19","07","10","thin_thin_burn","1","2","0","07year10"
"nc44_2020_07_15","nc44","bullion","2020","2020/08/01","07","15","thin_thin_burn","1","2","0","07year15"
"nc45_2005_-1_-1","nc45","mcgregor","2005","2005/07/17","-1","-1","pretreatment_current","0","0","0","-1pre-1"
"nc45_2006_02_01","nc45","mcgregor","2006","2006/07/13","02","01","thin","0","1","0","02year01"
"nc46_2005_-1_-1","nc46","mcgregor","2005","2005/07/17","-1","-1","pretreatment_current","0","0","0","-1pre-1"
"nc46_2006_02_01","nc46","mcgregor","2006","2006/07/13","02","01","thin","0","1","0","02year01"
"nc47_2007_-1_-1","nc47","weaver","2007","2007/08/13","-1","-1","pretreatment_current","0","0","0","-1pre-1"
"nc47_2007_04_00","nc47","weaver","2007","2007/10/19","04","00","thin_burn","1","1","0","04post00"
"nc47_2008_04_01","nc47","weaver","2008","2008/08/26","04","01","thin_burn","1","1","0","04year01"
"nc47_2009_04_02","nc47","weaver","2009","2009/08/10","04","02","thin_burn","1","1","0","04year02"
"nc47_2012_04_05","nc47","weaver","2012","2012/07/08","04","05","thin_burn","1","1","0","04year05"
"nc47_2017_04_10","nc47","weaver","2017","2017/07/27","04","10","thin_burn","1","1","0","04year10"
"nc48_2007_-1_-1","nc48","weaver","2007","2007/08/14","-1","-1","pretreatment_current","0","0","0","-1pre-1"
"nc48_2007_04_00","nc48","weaver","2007","2007/10/19","04","00","thin_burn","1","1","0","04post00"
"nc48_2008_04_01","nc48","weaver","2008","2008/08/23","04","01","thin_burn","1","1","0","04year01"
"nc48_2009_04_02","nc48","weaver","2009","2009/07/12","04","02","thin_burn","1","1","0","04year02"
"nc48_2012_04_05","nc48","weaver","2012","2012/07/06","04","05","thin_burn","1","1","0","04year05"
"nc48_2017_04_10","nc48","weaver","2017","2017/07/28","04","10","thin_burn","1","1","0","04year10"
"nc49_2012_-1_-1","nc49","upper mcgregor","2012","2012/08/03","-1","-1","pretreatment_current","0","0","0","-1pre-1"
"nc49_2017_02_01","nc49","upper mcgregor","2017","2017/06/04","02","01","thin","0","1","0","02year01"
"nc49_2018_03_00","nc49","upper mcgregor","2018","2018/07/31","03","00","pileburn","0","0","1","03post00"
"nc49_2019_03_02","nc49","upper mcgregor","2019","2019/09/08","03","02","pileburn","0","0","1","03year02"
"nc50_2012_-1_-1","nc50","upper mcgregor","2012","2012/08/04","-1","-1","pretreatment_current","0","0","0","-1pre-1"
"nc51_2012_-1_-1","nc51","upper mcgregor","2012","2012/08/04","-1","-1","pretreatment_current","0","0","0","-1pre-1"
"nc51_2017_02_01","nc51","upper mcgregor","2017","2017/06/03","02","01","thin","0","1","0","02year01"
"nc51_2019_03_00","nc51","upper mcgregor","2019","2019/09/09","03","00","pileburn","0","0","1","03post00"
"nc51_2020_03_02","nc51","upper mcgregor","2020","2020/07/02","03","02","pileburn","0","0","1","03year02"
"nc52_2015_02_00","nc52","boulder","2015","2015/07/20","02","00","thin","0","1","0","02year00"
"nc52_2017_04_00","nc52","boulder","2017","2017/09/29","04","00","thin_burn","1","1","0","04post00"
"nc52_2018_04_01","nc52","boulder","2018","2018/07/16","04","01","thin_burn","1","1","0","04year01"
"nc52_2019_04_02","nc52","boulder","2019","2019/08/13","04","02","thin_burn","1","1","0","04year02"
"nc53_2015_02_00","nc53","boulder","2015","2015/07/31","02","00","thin","0","1","0","02year00"
"nc53_2017_04_00","nc53","boulder","2017","2017/09/29","04","00","thin_burn","1","1","0","04post00"
"nc53_2018_04_01","nc53","boulder","2018","2018/07/17","04","01","thin_burn","1","1","0","04year01"
"nc53_2019_04_02","nc53","boulder","2019","2019/09/07","04","02","thin_burn","1","1","0","04year02"
"nc54_2015_02_00","nc54","boulder","2015","2015/07/21","02","00","thin","0","1","0","02year00"
"nc54_2017_04_00","nc54","boulder","2017","2017/09/29","04","00","thin_burn","1","1","0","04post00"
"nc54_2018_04_01","nc54","boulder","2018","2018/07/16","04","01","thin_burn","1","1","0","04year01"
"nc54_2019_04_02","nc54","boulder","2019","2019/08/12","04","02","thin_burn","1","1","0","04year02"
"nc55_2015_02_00","nc55","boulder","2015","2015/07/30","02","00","thin","0","1","0","02year00"
"nc55_2017_04_00","nc55","boulder","2017","2017/09/29","04","00","thin_burn","1","1","0","04post00"
"nc55_2018_04_01","nc55","boulder","2018","2018/07/15","04","01","thin_burn","1","1","0","04year01"
"nc55_2019_04_02","nc55","boulder","2019","2019/08/12","04","02","thin_burn","1","1","0","04year02"
"nc56_2015_-1_-1","nc56","upper mcgregor","2015","2015/08/01","-1","-1","pretreatment_current","0","0","0","-1pre-1"
"nc56_2017_02_01","nc56","upper mcgregor","2017","2017/06/06","02","01","thin","0","1","0","02year01"
"nc56_2018_03_00","nc56","upper mcgregor","2018","2018/07/31","03","00","pileburn","0","0","1","03post00"
"nc56_2020_03_02","nc56","upper mcgregor","2020","2020/06/08","03","02","pileburn","0","0","1","03year02"
"nc57_2016_-1_-1","nc57","upper mcgregor","2016","2016/07/17","-1","-1","pretreatment_current","0","0","0","-1pre-1"
"nc57_2017_02_01","nc57","upper mcgregor","2017","2017/06/04","02","01","thin","0","1","0","02year01"
"nc57_2019_03_00","nc57","upper mcgregor","2019","2019/09/08","03","00","pileburn","0","0","1","03post00"
"nc57_2020_03_02","nc57","upper mcgregor","2020","2020/06/07","03","02","pileburn","0","0","1","03year02"
"nc58_2016_-1_-1","nc58","upper mcgregor","2016","2016/07/18","-1","-1","pretreatment_current","0","0","0","-1pre-1"
"nc58_2017_02_01","nc58","upper mcgregor","2017","2017/06/04","02","01","thin","0","1","0","02year01"
"nc58_2018_03_00","nc58","upper mcgregor","2018","2018/07/31","03","00","pileburn","0","0","1","03post00"
"nc58_2019_03_02","nc58","upper mcgregor","2019","2019/09/08","03","02","pileburn","0","0","1","03year02"
"nc59_2018_-1_-1","nc59","lower mcgregor","2018","2018/07/27","-1","-1","pretreatment_current","0","0","0","-1pre-1"
"nc60_2017_02_01","nc60","upper mcgregor","2017","2017/06/03","02","01","thin","0","1","0","02year01"
"nc60_2019_03_00","nc60","upper mcgregor","2019","2019/09/09","03","00","pileburn","0","0","1","03post00"
"nc60_2020_03_02","nc60","upper mcgregor","2020","2020/06/09","03","02","pileburn","0","0","1","03year02"
"nc61_2018_-2_-2","nc61","lower mcgregor","2018","2018/07/26","-2","-2","pretreatment_early","0","0","0","-2pre-2"
"nc62_2018_-1_-1","nc62","lower mcgregor","2018","2018/07/28","-1","-1","pretreatment_current","0","0","0","-1pre-1"
